label,source,target
,"据 介 绍 , 救 助 对 象 主 要 有 两 类 。 第 一 类 是 城 乡 低 保 对 象 、 农 村 “ 五 保 ” 供 养 对 象 、 “ 三 无 ” 病 人 、 重 度 残 疾 人 、 低 收 入 家 庭 患 者 。 其 中 , “ 三 无 ” 病 人 指 无 身 份 证 明 ( 姓 名 和 居 住 地 ) , 无 责 任 承 担 机 构 ( 或 人 员 ) , 无 抢 救 治 疗 经 费 的 病 人 ; 低 收 入 家 庭 指 成 员 人 均 收 入 在 当 地 最 低 生 活 保 障 标 准 两 倍 以 内 ( 含 两 倍 ) 的 家 庭 。 第 二 类 是 因 突 发 事 件 和 意 外 事 故 造 成 人 身 伤 害 及 财 产 损 失 , 从 而 导 致 基 本 生 活 难 以 维 持 的 城 乡 居 民 , 涉 及 火 灾 、 交 通 事 故 等 突 发 事 件 或 突 发 重 度 疾 病 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"办 法 规 定 , 基 金 用 于 支 付 无 法 查 明 身 份 且 无 力 缴 费 患 者 所 发 生 的 急 救 费 用 , 以 及 身 份 明 确 但 无 力 缴 费 的 患 者 所 拖 欠 的 急 救 费 用 。 对 身 份 明 确 但 无 力 缴 费 的 患 者 , 先 由 责 任 人 、 生 育 保 险 、 工 伤 保 险 、 基 本 医 疗 保 险 和 商 业 医 疗 保 险 等 各 类 保 险 、 公 共 卫 生 经 费 , 以 及 道 路 交 通 事 故 应 急 医 疗 救 助 基 金 、 城 市 流 浪 乞 讨 人 员 救 助 专 项 资 金 、 医 疗 救 助 基 金 和 红 十 字 重 特 大 疾 病 医 疗 救 助 基 金 等 渠 道 按 规 定 支 付 。 无 上 述 渠 道 或 上 述 渠 道 费 用 支 付 有 缺 口 的 , 由 基 金 给 予 补 助 。 基 金 不 得 用 于 支 付 经 查 实 身 份 、 有 负 担 能 力 但 拒 绝 付 费 等 不 符 合 救 助 范 围 对 象 的 急 救 医 疗 费 用 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"昨 日 , 江 头 社 区 卫 生 服 务 中 心 医 务 人 员 为 孩 子 注 射 一 类 乙 肝 疫 苗 。 记 者 陈 理 杰 摄
","B_T I_T O B_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O
"
,"“ 今 天 我 们 一 共 打 了 1 8 支 乙 肝 疫 苗 , 9 支 是 一 类 , 9 支 是 二 类 , 正 好 对 半 开 。 ” 陈 科 长 说 , 在 康 泰 疫 苗 事 件 发 生 前 , 绝 大 多 数 家 长 都 给 孩 子 接 种 一 类 疫 苗 。
","O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"新 调 的 6 万 余 支 大 连 汉 逊 一 类 乙 肝 疫 苗 已 全 部 下 发 到 厦 门 各 医 院 和 社 区 。 昨 天 开 始 , 厦 门 多 个 社 区 卫 生 服 务 中 心 恢 复 一 类 乙 肝 疫 苗 接 种 。 不 过 记 者 了 解 到 , 许 多 家 长 依 然 选 择 给 孩 子 接 种 二 类 疫 苗 , 昨 日 多 家 社 区 卫 生 服 务 中 心 接 种 的 一 类 、 二 类 疫 苗 数 量 几 乎 “ 对 半 开 ” 。
","O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O B_T I_T O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"昨 日 上 午 , 在 开 元 街 道 社 区 卫 生 服 务 中 心 , 不 少 家 长 带 着 孩 子 来 打 疫 苗 。 记 者 留 意 到 , 诊 室 门 口 贴 着 “ 温 馨 提 示 ” , 建 议 在 孩 子 接 种 疫 苗 后 , 家 长 应 该 陪 孩 子 在 现 场 停 留 3 0 分 钟 , 观 察 孩 子 的 反 应 , 如 发 现 孩 子 身 体 不 适 , 应 及 时 就 诊 。
","B_T I_T I_T I_T O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"[ 开 元 街 道 社 区 卫 生 服 务 中 心 预 防 接 种 科 陈 科 长 告 诉 记 者 , 康 泰 疫 苗 事 件 后 , 社 区 对 疫 苗 接 种 更 加 谨 慎 。 每 一 个 孩 子 接 种 前 , 工 作 人 员 要 详 细 询 问 核 对 儿 童 的 姓 名 、 年 龄 、 性 别 , 检 查 接 种 证 、 询 问 儿 童 的 健 康 状 况 , 并 告 知 家 长 疫 苗 的 品 种 、 作 用 、 禁 忌 、 接 种 后 的 留 观 时 间 等 。
","O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O B_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"康 泰 疫 苗 事 件 给 家 长 心 中 留 下 了 阴 影 。 记 者 发 现 , 虽 然 新 的 一 类 乙 肝 疫 苗 已 到 货 , 但 依 然 有 不 少 家 长 宁 愿 多 掏 钱 给 孩 子 接 种 二 类 疫 苗 , 只 求 买 个 安 心 。
","B_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"“ 今 天 我 们 一 共 打 了 1 8 支 乙 肝 疫 苗 , 9 支 是 一 类 , 9 支 是 二 类 , 正 好 对 半 开 。 ” 陈 科 长 说 , 在 康 泰 疫 苗 事 件 发 生 前 , 绝 大 多 数 家 长 都 给 孩 子 接 种 一 类 疫 苗 。
","O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"记 者 随 后 从 江 头 街 道 社 区 卫 生 服 务 中 心 了 解 到 , 昨 日 截 至 1 6 时 , 该 中 心 共 为 儿 童 注 射 了 1 6 支 一 类 乙 肝 疫 苗 、 1 4 支 二 类 乙 肝 疫 苗 。
","O O O O O B_PER I_PER I_LOC I_LOC O O O O O O O O O O O O B_T I_T O O B_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"记 者 还 了 解 到 , 二 类 乙 肝 疫 苗 有 国 产 的 和 进 口 的 两 种 , 家 长 们 明 显 倾 向 于 选 择 进 口 疫 苗 。 比 如 , 在 昨 日 江 头 街 道 社 区 卫 生 服 务 中 心 为 儿 童 接 种 的 1 4 支 二 类 乙 肝 疫 苗 中 , 只 有 3 支 是 国 产 疫 苗 , 其 余 1 1 支 是 进 口 疫 苗 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T I_PER I_PER I_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"“ 都 花 钱 了 , 不 差 那 几 十 元 。 ” 家 长 林 先 生 正 带 着 6 个 月 大 的 儿 子 来 打 第 三 针 乙 肝 疫 苗 , 他 说 , 孩 子 的 安 全 比 什 么 都 重 要 。
","O O O O O O O O O O O O O O O O O O O O O O B_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"你 急 我 不 急 , 你 急 也 白 急 !
","O O O O O O O O O O O O
"
,"“ 慢 作 为 、 庸 作 为 、 虚 作 为 、 不 作 为 、 乱 作 为 ” , 在 不 久 前 的 厦 门 市 委 十 一 届 六 次 全 会 上 , 省 委 常 委 、 厦 门 市 委 书 记 王 蒙 徽 说 , 转 变 官 员 作 风 , 除 了 治 贪 , 也 要 治 庸 , 因 为 庸 官 也 害 民 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"昨 天 , 海 沧 针 对 此 召 开 了 一 次 行 动 会 , 明 确 了 今 年 要 攻 克 的 十 个 “ 庸 ” , 并 排 出 一 份 治 庸 时 间 表 , 要 求 官 员 乔 装 暗 访 , 收 集 “ 治 庸 ” 证 据 , 并 进 行 问 责 。
","B_T I_T O B_LOC I_LOC O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"部 门 管 理 “ 散 ” 是 海 沧 要 治 的 第 一 个 “ 庸 ” , 何 为 “ 散 ” ? 官 员 爱 装 老 好 人 , 不 敢 坚 持 原 则 , 面 临 不 良 现 象 时 不 敢 较 真 。 第 二 庸 为 工 作 推 动 “ 慢 ” , 喜 欢 做 表 面 工 作 , 开 个 会 议 就 当 落 实 工 作 , 对 百 姓 反 映 的 问 题 一 拖 再 拖 。 第 三 庸 为 精 神 状 态 “ 差 ” , 敷 衍 塞 责 、 得 过 且 过 , 激 情 缺 失 混 日 子 。 第 四 庸 为 创 新 能 力 “ 弱 ” , 墨 守 成 规 , 老 套 路 老 作 风 。
","O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"还 有 第 五 庸 , 推 诿 扯 皮 “ 耗 ” , 热 衷 于 小 团 体 和 小 利 益 , 各 自 为 政 。 第 六 庸 为 碌 碌 无 为 “ 庸 ” , 不 认 真 , 工 作 效 率 奇 低 。 第 七 庸 为 患 得 患 失 “ 浮 ” , 心 浮 气 躁 , 只 想 做 官 不 想 做 事 , 甚 至 拉 帮 结 派 搞 小 圈 子 。 第 八 庸 , 我 行 我 素 “ 傲 ” , 无 比 自 恋 , 耳 朵 厚 , 听 不 进 意 见 。 第 九 庸 , 应 付 了 事 “ 懒 ” , 对 工 作 只 求 过 得 去 , 不 想 做 到 更 好 。 最 后 一 庸 , 不 讲 原 则 “ 乱 ” , 工 程 招 标 、 采 购 乱 来 , 爱 拿 好 处 与 民 争 利 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"[ 十 个 “ 庸 ” 清 清 楚 楚 , 海 沧 排 出 了 治 庸 时 间 表 , 到 今 年 3 月 , 界 定 出 “ 一 把 手 ” 和 各 层 级 的 职 责 及 失 职 的 追 究 办 法 , 并 公 布 “ 庸 作 为 ” 举 报 电 话 , 找 出 一 些 正 反 面 的 典 型 人 物 。 到 今 年 底 , 部 分 党 代 表 、 人 大 代 表 、 政 协 委 员 等 乔 装 为 普 通 市 民 , 围 绕 部 门 承 诺 的 突 出 问 题 和 窗 口 单 位 等 服 务 行 业 , 到 各 单 位 暗 访 , 收 集 和 记 录 第 一 手 资 料 , 并 进 行 曝 光 。 此 后 , 再 制 定 “ 治 庸 问 责 ” 考 核 指 标 , 接 受 市 民 举 报 , 然 后 问 责 。
","O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O B_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"春 运 回 家 票 难 求 部 分 外 来 工 提 前 回 家
","O O O O O O O O O O O O O O O O
"
,"3 1 日 是 2 0 1 3 年 的 最 后 一 天 , 尽 管 距 离 春 运 开 始 还 有 1 0 多 天 , 但 在 福 州 火 车 站 , 不 少 赶 在 春 运 前 回 家 的 外 来 工 已 经 踏 上 了 回 家 的 旅 程 。
","B_T I_T I_T O B_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"3 1 日 9 时 多 , 记 者 在 福 州 火 车 站 看 到 , 不 少 外 来 务 工 者 提 着 大 包 小 包 排 队 , 准 备 检 票 进 站 。 “ 昨 天 工 地 里 的 活 一 结 束 , 我 们 老 乡 7 个 就 马 上 去 买 了 回 家 的 票 ! ” 坐 在 行 李 堆 里 的 老 刘 笑 着 说 , 虽 然 回 老 家 商 丘 的 火 车 1 5 时 1 0 分 才 开 , 但 他 和 老 乡 一 大 早 就 来 等 车 了 , “ 提 前 回 家 不 仅 票 好 买 , 路 上 也 不 挤 , 心 情 特 别 好 ” 。
","B_T I_T I_T I_T I_T O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O B_T I_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"和 老 刘 一 样 避 开 春 运 高 峰 的 还 有 不 少 外 来 工 , 在 福 州 打 工 1 3 年 的 肖 先 生 也 带 着 一 家 4 口 提 前 回 老 家 武 汉 。 “ 前 几 年 都 没 法 提 前 走 , 到 春 运 连 票 都 买 不 到 。 ” 肖 先 生 告 诉 记 者 , 今 年 通 过 电 话 订 票 很 快 就 买 到 了 回 家 的 动 车 票 。 “ 6 个 多 小 时 动 车 就 能 到 家 了 , 今 晚 还 能 全 家 一 起 跨 年 。 ” 肖 先 生 还 给 记 者 展 示 起 给 老 父 亲 买 的 烤 火 器 。
","O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O B_T I_T I_T O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"据 福 州 火 车 站 工 作 人 员 介 绍 , 近 几 日 , 火 车 站 客 流 量 每 日 达 5 万 人 左 右 , 客 流 主 要 集 中 在 重 庆 、 成 都 、 贵 阳 、 武 汉 、 洛 阳 等 地 。 “ 特 别 是 往 重 庆 方 向 的 车 票 十 分 紧 张 , 到 预 售 期 最 后 一 天 都 只 剩 少 量 无 座 车 票 。 ” 工 作 人 员 提 醒 , 年 前 一 周 的 火 车 票 比 较 紧 张 , 建 议 旅 客 尽 可 能 选 择 购 买 1 月 2 0 日 前 出 行 的 火 车 票 , 避 开 春 运 高 峰 期 。 ( 福 州 日 报 记 者 谢 星 星 文 叶 义 斌 摄 )
","O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O B_LOC I_LOC O B_LOC I_LOC O B_LOC I_LOC O B_LOC I_LOC O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O B_T I_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O B_PER I_PER I_PER O B_PER I_PER I_PER O O
"
,"原 标 题 : 汪 峰 隔 空 感 谢 章 子 怡 : 谢 谢 那 些 真 正 懂 我 的 人
","O O O O B_PER I_PER O O O O B_PER I_PER I_PER O O O O O O O O O O O
"
,"章 子 怡 与 汪 峰 恋 爱 。 ( 资 料 图 )
","B_PER I_PER I_PER O B_PER I_PER O O O O O O O O
"
,"与 女 星 章 子 怡 热 恋 的 汪 峰 , 在 跨 年 夜 也 不 忘 怀 缅 过 去 , 感 谢 过 去 一 年 陪 伴 自 己 左 右 的 人 : “ 2 0 1 3 就 要 过 去 了 , 难 忘 的 一 年 ! 对 所 有 熟 悉 的 陌 生 的 真 正 懂 我 , 陪 我 走 过 风 风 雨 雨 的 人 , 我 要 说 声 谢 谢 。 不 管 有 多 少 不 开 心 不 如 意 , 生 活 都 会 继 续 , 不 如 微 笑 面 对 每 一 天 吧 ! 在 路 上 , 但 愿 我 的 歌 可 以 一 直 陪 伴 你 们 寻 找 与 欢 笑 吧 ! ” 此 举 被 指 是 向 女 友 章 子 怡 示 爱 。
","O O O B_PER I_PER I_PER O O O B_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER I_PER O O O
"
,"中 办 、 国 办 日 前 印 发 《 关 于 领 导 干 部 带 头 在 公 共 场 所 禁 烟 有 关 事 项 的 通 知 》 , 提 出 各 级 领 导 干 部 不 得 在 禁 止 吸 烟 的 公 共 场 所 吸 烟 、 各 级 党 政 机 关 公 务 活 动 中 严 禁 吸 烟 、 要 把 各 级 党 政 机 关 建 成 无 烟 机 关 等 五 项 要 求 。 记 者 日 前 在 湖 南 、 河 南 、 浙 江 等 地 走 访 发 现 , 在 吸 烟 成 为 一 种 “ 普 遍 礼 仪 ” 的 当 下 , 政 府 机 关 禁 烟 实 效 仍 有 待 观 察 。
","O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O B_LOC I_LOC O B_LOC I_LOC O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"场 景 1 湖 南
","O O O B_LOC I_LOC
"
,"“ 抽 不 抽 烟 主 要 看 ‘ 最 大 的 领 导 ’ ”
","O O O O O O O O O O O O O O O O
"
,"1 2 月 3 0 日 上 午 , 湖 南 省 委 经 济 工 作 会 议 现 场 , 湖 南 省 委 书 记 徐 守 盛 专 门 提 到 了 中 央 下 发 的 领 导 干 部 带 头 在 公 共 场 所 禁 烟 的 规 定 , 要 求 参 会 的 全 体 人 员 严 格 遵 守 。 不 过 , 在 会 议 间 隙 , 记 者 还 是 看 到 一 些 与 会 代 表 在 走 廊 过 道 等 公 共 场 所 “ 过 烟 瘾 ” 。 还 有 代 表 私 下 议 论 说 , “ 搞 不 懂 ” 为 什 么 不 让 抽 烟 了 。
","B_T I_T I_T I_T I_T I_T I_T I_T O B_LOC I_LOC O O O O O O O O O O O B_LOC I_LOC O O O O B_PER I_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"一 位 经 常 参 加 湖 南 省 重 要 会 议 的 官 员 说 , 过 去 在 湖 南 有 个 通 行 的 “ 规 则 ” : 即 会 场 抽 不 抽 烟 主 要 看 “ 最 大 的 领 导 ” 。 一 把 手 不 抽 烟 , 下 面 的 “ 瘾 君 子 ” 就 都 强 行 憋 着 ; 一 把 手 抽 烟 , 下 面 的 干 部 就 跟 着 吞 云 吐 雾 起 来 。
","O O O O O O B_LOC I_LOC I_LOC O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"1 2 月 3 1 日 , 记 者 走 进 湖 南 某 省 直 机 关 的 办 公 楼 , 看 到 只 有 一 楼 贴 有 “ 请 勿 吸 烟 ” 的 标 志 。 在 四 楼 文 印 室 门 口 , 地 上 一 个 蓝 色 烟 蒂 非 常 显 眼 。 楼 梯 拐 角 处 的 垃 圾 桶 上 , 有 近 1 0 个 被 掐 灭 的 烟 头 。 一 位 工 作 人 员 解 释 说 , 这 些 烟 头 可 能 是 过 来 办 事 的 人 扔 下 的 , 机 关 干 部 过 去 会 在 走 廊 、 卫 生 间 吸 烟 , 但 现 在 这 种 现 象 比 较 少 了 。
","B_T I_T I_T I_T I_T I_T O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O
"
,"[ 国 家 主 席 习 近 平 在 办 公 室 发 表 二 〇 一 四 年 新 年 贺 词 。 新 华 社 记 者 兰 红 光 摄
","O O O O O B_PER I_PER I_PER O O O O O O O O O O O B_T I_T O O O B_ORG I_ORG I_ORG O O B_PER I_PER I_PER O
"
,"1 9 8 7 年 , 习 近 平 和 妻 子 彭 丽 媛 在 福 建 东 山 岛 。
","B_T I_T I_T I_T I_T O B_PER I_PER I_PER O O O B_PER I_PER I_PER O B_LOC I_LOC I_LOC I_LOC I_LOC O
"
,"习 近 平 在 福 州 带 女 儿 玩 耍 。
","B_PER I_PER I_PER O B_LOC I_LOC O O O O O O
"
,"习 近 平 和 母 亲 齐 心 散 步 。
","B_PER I_PER I_PER O O O O O O O O
"
,"习 近 平 与 父 亲 习 仲 勋 、 妻 子 彭 丽 媛 、 女 儿 的 家 庭 照 。
","B_PER I_PER I_PER O O O B_PER I_PER I_PER O O O B_PER I_PER I_PER O O O O O O O O
"
,"2 0 1 2 年 2 月 1 9 日 , 习 近 平 在 都 柏 林 走 上 球 场 , 一 试 球 技 。
","B_T I_T I_T I_T I_T I_T I_T I_T I_T I_T O B_PER I_PER I_PER O B_LOC I_LOC I_LOC O O O O O O O O O O
"
,"新 年 前 夕 , 国 家 主 席 习 近 平 通 过 中 国 国 际 广 播 电 台 、 中 央 人 民 广 播 电 台 、 中 央 电 视 台 , 发 表 了 二 〇 一 四 年 新 年 贺 词 。 全 文 如 下 :
","B_T I_T O O O O O O O B_PER I_PER I_PER O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O
"
,"我 们 即 将 迎 来 充 满 希 望 的 2 0 1 4 年 。 一 元 复 始 , 万 象 更 新 。 在 这 里 , 我 向 全 国 各 族 人 民 , 向 香 港 特 别 行 政 区 同 胞 和 澳 门 特 别 行 政 区 同 胞 , 向 台 湾 同 胞 和 海 外 侨 胞 , 向 世 界 各 国 和 各 地 区 的 朋 友 们 , 致 以 新 年 的 祝 福 ! 祝 福 老 人 们 健 康 ! 祝 福 孩 子 们 快 乐 ! 祝 福 每 个 家 庭 幸 福 安 康 !
","O O O O O O O O O O O B_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O B_LOC I_LOC O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"在 这 辞 旧 迎 新 之 际 , 无 数 工 人 、 农 民 、 知 识 分 子 、 干 部 仍 然 坚 守 在 工 作 岗 位 , 不 少 同 胞 依 然 奔 波 在 世 界 各 地 为 祖 国 辛 勤 工 作 , 许 多 人 民 解 放 军 和 武 警 官 兵 、 公 安 干 警 正 在 履 行 光 荣 使 命 。 他 们 有 的 远 离 祖 国 、 远 离 亲 人 , 有 的 不 能 同 家 人 团 聚 。 我 代 表 祖 国 和 人 民 , 向 他 们 致 以 诚 挚 的 问 候 , 祝 他 们 平 安 顺 利 !
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"2 0 1 3 年 , 对 我 们 国 家 和 人 民 来 说 是 很 不 平 凡 的 一 年 。 我 们 共 同 战 胜 了 各 种 困 难 和 挑 战 , 取 得 了 新 的 显 著 成 就 。 成 绩 来 之 不 易 , 凝 聚 了 大 家 的 心 血 和 汗 水 。 我 向 大 家 表 示 衷 心 的 感 谢 !
","B_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"
,"2 0 1 3 年 , 我 们 对 全 面 深 化 改 革 作 出 总 体 部 署 , 共 同 描 绘 了 未 来 发 展 的 宏 伟 蓝 图 。 2 0 1 4 年 , 我 们 将 在 改 革 的 道 路 上 迈 出 新 的 步 伐 。
","B_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O O O O O O B_T I_T I_T I_T I_T O O O O O O O O O O O O O O O O O O
"
,"我 们 推 进 改 革 的 根 本 目 的 , 是 要 让 国 家 变 得 更 加 富 强 、 让 社 会 变 得 更 加 公 平 正 义 、 让 人 民 生 活 得 更 加 美 好 。 改 革 是 需 要 我 们 共 同 为 之 奋 斗 的 伟 大 事 业 , 需 要 付 出 艰 辛 的 努 力 。 一 分 耕 耘 , 一 分 收 获 。 在 改 革 开 放 的 伟 大 实 践 中 , 我 们 已 经 创 造 了 无 数 辉 煌 。 我 坚 信 , 中 国 人 民 必 将 创 造 出 新 的 辉 煌 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_T I_T O O O B_T I_T O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O
"
,"宇 宙 浩 瀚 , 星 汉 灿 烂 。 7 0 多 亿 人 共 同 生 活 在 我 们 这 个 星 球 上 , 应 该 守 望 相 助 、 同 舟 共 济 、 共 同 发 展 。 中 国 人 民 追 寻 实 现 中 华 民 族 伟 大 复 兴 的 中 国 梦 , 也 祝 愿 各 国 人 民 能 够 实 现 自 己 的 梦 想 。 我 真 诚 希 望 , 世 界 各 国 人 民 在 实 现 各 自 梦 想 的 过 程 中 相 互 理 解 、 相 互 帮 助 , 努 力 把 我 们 赖 以 生 存 的 地 球 建 设 成 为 共 同 的 美 好 家 园 。
","O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O
"
